Road_Type,Road_Condition,Vehicle_Speed,Speed_Limit,Vehicle_Type,Temperature,Humidity,Visibility,T_Junction,Crossing,Stop_Signal,Railway_Crossing,Speed_Breaker,Severity
Rural Roads,Dry Road,43,42,Bike,33,62,81,0,0,1,0,0,Medium
Urban Roads,Wet Road,49,31,Bike,42,20,71,0,0,0,1,1,Medium
State Highway,Damaged Road,97,90,Car,22,87,70,0,0,0,0,0,Medium
State Highway,Wet Road,76,83,Bus,20,93,99,0,1,0,0,0,Medium
State Highway,Dry Road,56,71,Bike,40,64,59,0,1,1,0,1,Low
Rural Roads,Wet Road,59,63,Bike,35,20,50,1,0,0,0,1,Medium
Urban Roads,Dry Road,20,60,Car,34,72,34,0,1,0,1,1,Medium
Rural Roads,Wet Road,28,59,Bike,21,53,70,0,1,1,0,0,Medium
Service Roads,Dry Road,30,39,Bike,14,47,57,0,0,0,0,1,Low
National Highway,Dry Road,60,85,Bike,15,89,56,0,1,0,0,1,Low
National Highway,Wet Road,112,97,Car,21,88,93,0,0,0,0,0,Medium
Expressway,Dry Road,127,106,Bus,36,74,71,0,1,0,0,0,Low
State Highway,Dry Road,65,78,Car,25,71,65,0,0,1,0,0,Low
State Highway,Damaged Road,70,90,Bike,22,100,46,0,1,0,0,0,Medium
State Highway,Dry Road,104,83,Bike,31,95,76,0,1,0,0,0,Medium
National Highway,Damaged Road,68,84,Bike,29,56,82,0,1,0,0,0,Low
National Highway,Dry Road,59,72,Truck,28,52,67,0,0,0,0,0,Medium
Expressway,Damaged Road,103,94,Bike,18,51,78,0,0,0,0,1,Medium
Service Roads,Dry Road,20,28,Bike,31,63,83,0,0,0,0,0,Low
Service Roads,Wet Road,51,31,Bike,28,66,61,1,0,1,0,0,Medium
State Highway,Dry Road,68,78,Car,30,37,61,0,1,0,1,1,Medium
Service Roads,Wet Road,36,45,Bike,28,20,84,1,0,0,0,0,Low
Expressway,Dry Road,92,98,Car,17,55,67,0,1,1,0,0,Medium
National Highway,Dry Road,70,90,Car,22,50,78,0,0,0,0,0,Low
National Highway,Dry Road,42,79,Car,40,45,40,1,0,1,1,0,Medium
State Highway,Dry Road,67,79,Car,33,62,48,0,1,0,0,0,Low
Expressway,Dry Road,105,111,Truck,41,50,78,0,0,0,0,0,Low
National Highway,Dry Road,46,77,Car,32,67,41,0,0,0,1,0,Low
Expressway,Dry Road,97,95,Car,10,62,80,0,0,0,0,1,Low
National Highway,Dry Road,117,99,Car,36,91,40,0,0,0,0,0,Medium
Service Roads,Damaged Road,20,31,Truck,37,63,44,0,0,0,1,1,Medium
Rural Roads,Dry Road,40,67,Car,33,78,51,1,0,0,0,1,Medium
Rural Roads,Wet Road,51,43,Bike,26,51,85,0,0,0,0,1,Medium
National Highway,Damaged Road,58,91,Bike,37,34,75,0,1,0,1,0,Medium
Urban Roads,Dry Road,39,46,Truck,32,59,82,0,1,0,0,1,Medium
Expressway,Dry Road,113,100,Bike,33,88,66,0,0,0,0,0,Medium
Service Roads,Dry Road,27,38,Bike,33,42,72,0,0,0,0,0,Low
Urban Roads,Damaged Road,26,42,Car,28,76,54,0,0,0,0,0,Medium
Urban Roads,Dry Road,33,32,Car,27,44,82,0,0,0,0,1,Low
Rural Roads,Dry Road,50,61,Car,35,98,48,1,0,0,0,1,Medium
Service Roads,Dry Road,21,43,Bike,20,73,65,0,0,0,0,1,Low
Service Roads,Dry Road,61,37,Bike,43,59,70,1,1,0,1,0,Medium
Urban Roads,Wet Road,41,40,Truck,24,64,85,0,0,1,0,0,Medium
Urban Roads,Wet Road,27,51,Bike,18,45,65,1,0,0,0,1,Medium
Expressway,Damaged Road,102,109,Car,36,59,90,0,0,0,0,0,High
Urban Roads,Dry Road,45,31,Bike,23,87,93,1,1,0,1,0,Medium
Rural Roads,Dry Road,60,65,Bike,45,68,100,1,0,0,0,1,Low
National Highway,Dry Road,85,77,Truck,29,55,72,1,1,0,1,0,High
Service Roads,Dry Road,39,28,Car,45,27,45,1,1,0,0,0,Medium
State Highway,Dry Road,32,76,Car,41,71,100,0,0,0,0,1,Low
National Highway,Dry Road,79,83,Car,31,73,83,0,0,0,0,0,Medium
National Highway,Dry Road,64,98,Car,28,54,61,1,1,0,0,0,Medium
Urban Roads,Dry Road,32,56,Truck,36,53,58,0,0,1,0,0,Low
Urban Roads,Dry Road,58,48,Car,33,81,33,1,1,1,0,0,High
Rural Roads,Dry Road,29,49,Car,42,47,100,0,0,1,0,0,Low
Expressway,Dry Road,92,114,Bike,33,86,72,1,1,0,0,0,Low
Service Roads,Dry Road,42,49,Bus,24,87,76,1,0,1,0,0,Medium
National Highway,Dry Road,68,76,Car,45,55,65,0,0,0,0,0,Low
National Highway,Wet Road,70,81,Car,32,95,96,0,0,0,0,0,Low
State Highway,Dry Road,56,75,Bike,29,100,100,0,0,0,0,1,Low
National Highway,Wet Road,95,94,Bike,23,87,50,0,0,0,0,0,High
Urban Roads,Dry Road,28,40,Car,40,20,26,0,1,0,0,1,Medium
National Highway,Dry Road,85,92,Bike,24,49,100,0,0,0,0,0,Medium
National Highway,Dry Road,70,83,Bus,15,20,69,0,1,0,0,0,High
National Highway,Damaged Road,95,99,Car,21,99,92,0,1,0,0,0,Low
State Highway,Dry Road,69,84,Bike,35,48,99,0,0,0,0,0,Low
Expressway,Dry Road,93,99,Bike,34,55,86,0,0,0,0,0,Low
Urban Roads,Damaged Road,58,33,Bike,35,58,66,0,1,0,1,0,Medium
National Highway,Dry Road,34,73,Bus,19,63,96,1,0,1,1,1,Low
Urban Roads,Dry Road,20,33,Car,41,52,72,1,1,1,0,1,Medium
Urban Roads,Damaged Road,47,44,Car,45,84,77,0,1,1,0,1,High
Service Roads,Wet Road,26,29,Bike,25,45,100,0,0,0,0,0,Medium
Rural Roads,Dry Road,59,66,Car,32,70,61,0,1,1,0,1,Medium
Service Roads,Dry Road,20,21,Car,26,28,52,0,0,0,0,1,Low
Urban Roads,Dry Road,88,54,Bike,37,44,90,0,0,1,0,1,Low
State Highway,Damaged Road,52,69,Car,29,84,60,0,1,0,0,0,Low
Expressway,Damaged Road,71,91,Bike,36,90,100,0,0,0,0,1,Medium
Service Roads,Wet Road,22,28,Truck,41,79,86,1,1,0,0,1,Medium
Urban Roads,Wet Road,40,37,Bike,21,74,79,0,0,0,0,0,Low
Urban Roads,Dry Road,30,41,Car,25,60,97,1,1,1,0,0,Medium
Expressway,Damaged Road,91,107,Bike,40,66,61,0,1,0,1,0,High
Urban Roads,Wet Road,34,53,Bike,18,46,42,0,0,1,0,1,Low
National Highway,Dry Road,89,95,Car,23,68,71,0,1,1,0,1,Medium
Expressway,Damaged Road,75,95,Bike,36,61,83,0,0,0,0,1,Medium
Urban Roads,Wet Road,41,59,Car,21,85,70,0,0,0,0,1,Low
State Highway,Dry Road,56,75,Car,35,44,83,0,1,0,0,0,Low
Urban Roads,Wet Road,48,56,Bike,38,22,98,1,0,0,0,1,High
Service Roads,Dry Road,36,30,Car,25,22,89,0,0,1,0,0,Medium
Expressway,Dry Road,100,91,Bike,27,66,70,1,0,0,0,0,Medium
Rural Roads,Wet Road,46,51,Car,31,52,85,0,1,0,0,0,Medium
Rural Roads,Dry Road,41,40,Bike,26,32,85,0,1,0,0,0,Medium
Rural Roads,Dry Road,69,58,Truck,41,59,75,0,1,0,0,1,High
National Highway,Dry Road,47,72,Bike,31,44,86,0,0,0,0,0,Low
National Highway,Wet Road,62,87,Car,23,68,44,0,1,0,0,0,Medium
State Highway,Damaged Road,91,70,Car,29,65,98,1,1,0,0,0,High
National Highway,Damaged Road,74,89,Car,31,93,91,0,1,0,1,0,Medium
Service Roads,Dry Road,20,30,Bike,27,52,79,1,0,0,0,0,Low
Expressway,Wet Road,79,90,Bike,24,40,97,0,0,0,0,0,Low
Urban Roads,Wet Road,23,48,Truck,19,53,77,0,0,1,0,1,Low
National Highway,Wet Road,83,81,Bike,36,89,79,0,0,0,0,0,Medium
Service Roads,Damaged Road,39,27,Bike,31,57,88,0,1,0,0,0,Medium
National Highway,Dry Road,77,91,Truck,14,58,97,0,1,0,0,0,Low
State Highway,Dry Road,66,81,Bus,38,76,80,0,1,1,0,0,Low
Rural Roads,Wet Road,88,53,Car,22,67,68,0,1,0,0,0,High
State Highway,Damaged Road,55,85,Car,21,59,65,0,0,0,0,0,Medium
State Highway,Dry Road,63,73,Car,23,81,47,0,1,0,0,0,Medium
Rural Roads,Dry Road,52,55,Bike,25,52,74,0,0,0,0,1,Low
Urban Roads,Damaged Road,23,40,Truck,16,70,67,0,0,1,0,0,Medium
Expressway,Damaged Road,76,102,Bike,32,65,100,0,0,0,0,0,Low
Rural Roads,Damaged Road,71,54,Car,30,70,100,0,0,0,0,0,High
Expressway,Dry Road,90,109,Car,24,49,56,0,0,0,0,0,Low
Rural Roads,Wet Road,65,61,Bike,33,86,100,0,0,0,0,1,Low
National Highway,Dry Road,83,97,Car,23,100,31,0,1,0,0,0,Medium
Service Roads,Wet Road,42,45,Car,37,46,73,0,0,0,0,0,Low
Expressway,Dry Road,114,108,Bike,34,65,68,1,0,0,0,0,Medium
National Highway,Wet Road,75,92,Car,32,63,88,0,0,0,0,0,Low
State Highway,Damaged Road,97,88,Bike,32,71,100,1,1,0,0,0,Medium
State Highway,Dry Road,98,69,Bike,36,79,70,0,0,0,0,1,Low
Expressway,Dry Road,103,113,Car,29,70,96,0,0,0,1,0,Medium
Service Roads,Damaged Road,20,20,Truck,20,54,58,1,0,0,0,0,High
State Highway,Dry Road,40,72,Bike,22,72,86,0,0,0,0,0,Low
National Highway,Dry Road,81,86,Bike,26,53,65,1,1,1,0,0,Medium
State Highway,Wet Road,76,83,Bus,39,64,84,0,1,0,1,0,High
State Highway,Wet Road,63,60,Car,24,62,89,0,1,1,1,1,Medium
Urban Roads,Wet Road,56,46,Car,30,96,55,0,0,1,0,0,High
State Highway,Wet Road,63,89,Car,21,34,86,1,1,1,0,0,Medium
State Highway,Dry Road,84,82,Bus,37,100,71,0,0,1,0,0,Medium
Service Roads,Dry Road,20,25,Car,33,50,46,1,1,1,1,0,Medium
Expressway,Dry Road,105,118,Bike,34,68,59,1,0,1,0,0,Medium
State Highway,Dry Road,60,62,Car,38,59,64,0,0,0,1,0,Medium
State Highway,Dry Road,62,66,Car,31,51,98,0,1,0,0,0,Medium
Service Roads,Dry Road,49,43,Car,25,87,100,0,0,0,0,1,Medium
Expressway,Dry Road,100,111,Bike,35,77,80,1,0,0,0,0,Low
Service Roads,Wet Road,40,48,Car,34,75,64,0,0,0,0,0,Medium
National Highway,Wet Road,68,83,Bike,21,52,88,0,0,0,0,0,Medium
Expressway,Dry Road,119,111,Bike,30,81,74,0,1,1,0,0,Medium
National Highway,Dry Road,62,72,Bus,40,55,71,0,0,0,1,0,Low
Rural Roads,Dry Road,67,69,Bike,24,52,55,0,0,1,0,0,Low
State Highway,Dry Road,41,63,Car,36,74,56,0,1,0,0,0,High
Service Roads,Dry Road,38,44,Car,33,43,85,0,0,0,0,0,Low
State Highway,Dry Road,70,73,Bike,13,54,77,0,0,1,1,0,Low
State Highway,Dry Road,62,80,Bike,27,40,52,0,1,1,0,0,Low
National Highway,Dry Road,37,71,Truck,34,41,81,0,1,0,0,0,Medium
National Highway,Dry Road,90,85,Truck,27,24,86,0,0,0,0,1,Medium
Rural Roads,Wet Road,49,65,Bus,35,50,73,1,1,0,0,0,Medium
Service Roads,Dry Road,43,41,Bike,37,58,64,1,0,0,0,0,Medium
Service Roads,Dry Road,33,26,Truck,39,65,81,0,0,0,1,0,Low
Expressway,Wet Road,73,102,Truck,37,63,89,0,0,0,0,1,Low
Service Roads,Damaged Road,40,23,Car,35,64,81,1,0,0,0,0,Medium
Service Roads,Damaged Road,21,20,Car,20,49,74,0,0,0,0,0,Medium
Service Roads,Dry Road,28,35,Bike,27,87,84,0,0,0,0,0,Low
National Highway,Wet Road,70,83,Car,33,29,50,0,1,1,0,1,Low
Service Roads,Damaged Road,32,34,Bike,38,46,76,0,1,0,1,1,High
Urban Roads,Dry Road,33,30,Bike,27,67,84,0,1,0,0,0,Low
Urban Roads,Dry Road,58,58,Car,35,42,65,0,0,0,1,0,Medium
Rural Roads,Wet Road,51,45,Car,37,93,100,0,1,0,0,0,Medium
Urban Roads,Dry Road,35,60,Car,28,84,49,1,0,1,0,0,Medium
Rural Roads,Wet Road,38,52,Car,15,78,30,0,0,0,0,1,Medium
Urban Roads,Dry Road,49,57,Car,30,43,61,0,0,1,0,0,Low
Service Roads,Wet Road,20,28,Car,32,40,70,0,0,0,0,0,Low
Urban Roads,Wet Road,56,56,Car,24,52,66,1,0,1,0,0,Medium
National Highway,Dry Road,88,95,Car,32,57,61,0,0,0,1,0,Medium
State Highway,Wet Road,54,65,Car,31,45,100,0,0,0,0,0,Medium
Urban Roads,Dry Road,35,35,Truck,35,78,78,0,0,0,0,0,Low
Expressway,Dry Road,84,94,Bike,44,48,59,0,0,0,0,0,Medium
Expressway,Wet Road,118,120,Car,24,70,90,1,0,0,0,0,Medium
State Highway,Dry Road,75,70,Bus,17,60,66,0,0,0,0,0,Medium
Expressway,Dry Road,111,110,Car,25,64,56,0,0,0,0,0,Low
Service Roads,Dry Road,20,24,Bike,24,43,83,1,0,1,0,0,Low
National Highway,Dry Road,89,73,Car,35,93,60,0,1,0,0,0,Medium
State Highway,Dry Road,69,64,Car,33,89,94,1,0,0,0,1,Medium
Urban Roads,Wet Road,41,59,Truck,32,49,75,0,0,1,0,0,Low
Urban Roads,Wet Road,57,51,Truck,30,78,80,1,1,0,1,1,High
Service Roads,Dry Road,67,48,Car,39,73,86,1,1,0,0,1,High
National Highway,Dry Road,69,73,Car,28,59,92,0,0,0,0,0,Medium
Urban Roads,Wet Road,32,47,Truck,22,87,78,0,0,0,0,0,Low
Service Roads,Dry Road,26,25,Car,16,68,65,0,0,0,0,0,Medium
State Highway,Wet Road,85,89,Car,34,35,69,0,1,0,1,0,Medium
Expressway,Dry Road,86,114,Bike,42,63,72,1,0,0,0,0,Low
Urban Roads,Wet Road,27,52,Bike,10,36,78,1,0,0,0,1,Low
Rural Roads,Damaged Road,52,61,Car,45,31,68,0,1,0,0,0,Medium
Service Roads,Wet Road,40,37,Truck,26,72,75,0,1,1,1,0,High
Expressway,Damaged Road,99,95,Car,18,77,73,0,0,0,0,1,Medium
State Highway,Damaged Road,52,81,Bike,34,70,54,0,0,0,0,0,Low
Urban Roads,Dry Road,23,34,Bus,42,24,77,0,0,1,0,1,Low
Rural Roads,Damaged Road,53,59,Car,27,42,54,0,0,0,1,1,Medium
Urban Roads,Dry Road,41,38,Bus,28,59,92,0,0,0,0,1,Low
Rural Roads,Dry Road,41,53,Bike,31,70,52,0,0,0,0,1,Medium
Service Roads,Wet Road,22,21,Car,37,55,58,0,0,0,0,0,Medium
Expressway,Dry Road,122,99,Bike,30,75,76,0,1,0,0,0,Medium
Expressway,Dry Road,108,111,Bike,25,100,91,0,1,0,0,0,Low
Service Roads,Dry Road,23,26,Bike,31,50,85,0,0,0,0,0,Low
Expressway,Wet Road,55,96,Bike,45,49,64,1,0,0,0,0,Low
Service Roads,Damaged Road,53,42,Bus,38,74,84,0,1,0,1,0,High
Rural Roads,Dry Road,60,64,Car,28,38,32,0,0,0,0,1,Medium
Rural Roads,Wet Road,44,65,Car,25,93,49,0,1,1,0,0,Medium
Urban Roads,Dry Road,67,54,Car,36,50,59,0,0,0,0,1,Medium
Service Roads,Wet Road,40,35,Bike,19,71,100,0,1,0,0,0,Medium
National Highway,Dry Road,56,95,Bike,38,44,48,1,0,0,0,0,Medium
Expressway,Wet Road,104,105,Car,30,92,81,0,0,0,0,0,Low
National Highway,Dry Road,94,92,Truck,26,100,80,0,0,0,0,0,Low
Service Roads,Dry Road,26,35,Car,10,86,100,0,1,1,0,0,Low
Service Roads,Damaged Road,55,44,Bike,26,90,100,0,1,0,0,0,Medium
Urban Roads,Dry Road,47,40,Truck,26,96,87,1,0,0,0,1,Medium
Urban Roads,Dry Road,44,48,Truck,32,40,63,0,0,0,0,1,Medium
Expressway,Wet Road,97,106,Car,41,31,82,0,0,0,0,0,Low
State Highway,Dry Road,53,61,Truck,38,97,77,0,0,0,0,1,Low
State Highway,Wet Road,77,74,Car,32,87,81,1,0,1,0,0,Low
Urban Roads,Damaged Road,20,31,Bus,39,87,83,0,0,0,0,0,High
National Highway,Wet Road,48,73,Bike,29,95,83,0,0,0,0,0,Low
State Highway,Dry Road,73,82,Bike,22,90,46,0,1,0,0,0,Medium
National Highway,Damaged Road,69,77,Car,34,87,68,0,1,0,0,1,High
Urban Roads,Dry Road,24,40,Bus,39,22,67,0,0,0,0,0,Low
National Highway,Wet Road,79,94,Truck,30,47,68,0,1,0,0,0,Medium
State Highway,Damaged Road,71,75,Bike,25,28,94,1,1,0,0,0,Medium
Rural Roads,Dry Road,57,41,Car,41,39,62,0,0,0,0,0,Medium
National Highway,Wet Road,64,73,Car,10,73,97,0,1,0,0,0,Medium
Expressway,Damaged Road,95,109,Bike,37,75,78,1,0,1,0,0,Medium
Rural Roads,Wet Road,59,46,Bike,39,75,61,0,0,0,0,1,Medium
State Highway,Dry Road,57,66,Bike,38,58,80,1,0,0,0,0,Low
Urban Roads,Dry Road,27,31,Bike,20,99,100,0,1,0,0,1,Low
Service Roads,Wet Road,20,34,Bike,26,72,78,0,0,0,0,0,Low
Urban Roads,Wet Road,21,48,Bike,42,100,66,0,1,0,0,1,Low
Rural Roads,Dry Road,23,56,Car,37,45,85,0,0,1,0,1,Low
State Highway,Dry Road,52,60,Car,33,63,77,1,1,1,0,0,Low
Expressway,Dry Road,79,100,Car,29,22,59,0,1,0,0,0,Low
Expressway,Wet Road,84,92,Truck,29,61,49,0,1,0,0,0,Medium
Expressway,Dry Road,83,96,Car,26,66,100,0,1,0,0,0,Low
Service Roads,Dry Road,42,30,Car,19,48,56,0,1,0,0,0,Medium
National Highway,Wet Road,78,95,Bike,27,72,92,0,1,0,0,0,Low
Expressway,Dry Road,102,106,Truck,44,82,62,0,1,1,0,1,Medium
State Highway,Dry Road,57,85,Car,34,33,64,0,1,0,0,0,Low
Service Roads,Dry Road,20,45,Car,30,99,89,0,0,1,0,0,Medium
State Highway,Dry Road,91,78,Bike,33,43,79,0,0,0,0,0,Medium
Urban Roads,Dry Road,30,46,Bike,23,54,50,1,0,0,0,1,High
State Highway,Dry Road,94,81,Bike,29,57,94,0,1,0,0,0,Medium
National Highway,Wet Road,87,84,Truck,31,100,78,0,0,0,0,0,Medium
Rural Roads,Damaged Road,65,64,Bike,31,77,76,0,1,0,0,1,Medium
National Highway,Damaged Road,55,79,Car,18,100,90,1,0,0,0,0,Medium
Urban Roads,Dry Road,62,39,Car,29,72,53,0,0,0,0,1,Medium
Urban Roads,Dry Road,20,39,Car,21,67,60,0,0,1,0,0,Medium
State Highway,Dry Road,48,75,Bike,36,84,43,0,0,0,0,0,Low
National Highway,Wet Road,81,92,Bike,22,41,85,0,1,0,0,1,Low
Rural Roads,Damaged Road,23,42,Car,45,81,90,0,0,0,0,0,Low
Rural Roads,Wet Road,44,57,Car,33,71,87,1,0,1,0,0,Low
National Highway,Dry Road,74,77,Bike,26,44,100,1,1,0,0,0,Low
Expressway,Dry Road,134,111,Car,25,72,25,0,0,1,0,1,Medium
National Highway,Damaged Road,87,82,Car,39,100,50,0,0,1,0,0,Low
Rural Roads,Dry Road,22,40,Car,26,98,80,0,0,0,0,0,Low
State Highway,Dry Road,109,90,Truck,19,89,78,0,1,0,0,0,Medium
State Highway,Dry Road,66,69,Car,32,99,88,0,0,1,0,0,Low
National Highway,Wet Road,108,90,Bike,33,65,82,1,0,0,0,0,Medium
Expressway,Wet Road,119,99,Bike,36,63,46,0,1,0,0,1,Medium
Rural Roads,Dry Road,20,47,Car,21,33,80,1,0,0,0,1,Low
Rural Roads,Wet Road,61,63,Bike,28,70,75,1,1,1,0,1,High
Rural Roads,Dry Road,74,42,Bike,15,98,53,0,1,0,0,1,Medium
Rural Roads,Dry Road,49,45,Truck,12,63,82,0,0,1,0,1,Low
Urban Roads,Dry Road,29,52,Car,30,52,57,0,1,0,0,0,Low
Expressway,Dry Road,99,104,Bike,36,59,84,0,0,0,0,0,Low
Service Roads,Dry Road,46,42,Bike,41,52,84,0,0,0,0,0,Low
Rural Roads,Wet Road,55,48,Car,28,74,100,0,1,0,0,1,Medium
Rural Roads,Dry Road,33,66,Bike,24,68,69,0,0,1,0,1,Low
Expressway,Wet Road,109,112,Bike,31,33,70,0,0,1,0,0,Medium
State Highway,Damaged Road,89,65,Car,21,78,66,0,1,0,0,1,High
State Highway,Dry Road,81,88,Bike,21,100,39,0,1,0,0,0,Medium
Urban Roads,Wet Road,83,40,Car,45,37,83,1,0,1,0,0,Medium
Rural Roads,Damaged Road,56,69,Bike,25,60,51,1,0,0,0,1,Medium
Rural Roads,Wet Road,53,66,Bike,19,56,65,0,0,1,1,1,High
Urban Roads,Damaged Road,36,40,Bike,39,34,100,0,1,0,0,0,Medium
Service Roads,Wet Road,60,44,Car,35,63,27,0,0,1,0,0,High
Expressway,Dry Road,103,95,Bike,19,48,92,0,1,0,0,1,Medium
Urban Roads,Dry Road,40,49,Car,36,67,82,0,1,1,1,1,Low
National Highway,Dry Road,66,81,Car,31,73,55,0,1,0,0,0,Low
Urban Roads,Damaged Road,20,38,Car,22,63,67,0,0,1,0,0,Medium
National Highway,Dry Road,82,99,Bike,45,56,100,1,0,0,0,0,Low
National Highway,Dry Road,88,94,Bus,23,64,47,0,0,0,0,1,Medium
Urban Roads,Dry Road,28,38,Bike,31,64,77,0,0,0,0,1,Medium
State Highway,Damaged Road,58,84,Bike,36,51,71,1,1,0,0,0,Medium
State Highway,Dry Road,60,90,Truck,29,91,75,0,0,0,0,0,Low
Urban Roads,Wet Road,20,54,Bike,32,76,79,1,0,0,0,0,Low
National Highway,Wet Road,51,79,Bike,27,78,70,0,1,0,0,0,Medium
Expressway,Dry Road,98,98,Bus,39,96,68,0,0,0,0,1,Low
Urban Roads,Wet Road,49,34,Truck,27,72,94,1,0,1,0,1,Medium
State Highway,Wet Road,34,61,Bike,29,78,76,1,0,0,1,0,Medium
National Highway,Dry Road,68,89,Bike,41,82,70,0,0,1,0,0,Low
Urban Roads,Dry Road,22,43,Car,20,68,91,0,1,0,0,0,Low
State Highway,Dry Road,83,78,Bike,36,55,82,0,1,0,0,0,Medium
Service Roads,Wet Road,41,47,Car,34,59,61,0,0,1,1,1,Medium
Expressway,Dry Road,101,91,Car,31,78,50,0,0,1,0,0,High
Service Roads,Wet Road,20,47,Car,27,70,87,0,0,0,0,0,Low
Urban Roads,Dry Road,28,36,Car,25,96,76,0,0,0,0,0,Low
Expressway,Wet Road,100,112,Car,45,66,100,0,0,0,0,0,Medium
Service Roads,Wet Road,24,39,Bike,26,25,77,1,1,0,0,0,Medium
Urban Roads,Damaged Road,50,56,Bike,31,100,66,0,0,0,1,1,Medium
Expressway,Wet Road,87,101,Bike,41,69,85,0,1,0,0,0,Medium
State Highway,Dry Road,72,86,Bus,30,52,25,0,1,0,0,0,Medium
Rural Roads,Damaged Road,83,66,Truck,33,63,68,0,0,0,0,0,High
National Highway,Wet Road,76,84,Car,37,58,100,0,0,0,0,0,Low
Service Roads,Dry Road,57,48,Bike,24,44,69,1,1,1,0,0,High
Rural Roads,Dry Road,42,61,Truck,20,78,51,0,1,1,0,1,High
National Highway,Dry Road,99,97,Bike,35,81,76,0,1,1,0,1,Medium
Expressway,Wet Road,108,118,Car,34,35,85,0,1,1,0,0,Medium
Service Roads,Dry Road,50,26,Car,10,62,69,0,1,1,0,1,Medium
Rural Roads,Dry Road,21,42,Bike,36,58,87,1,0,0,0,1,Low
Service Roads,Wet Road,20,22,Car,43,75,82,1,1,0,0,1,Medium
National Highway,Dry Road,72,81,Car,25,99,100,0,1,0,0,0,Medium
Expressway,Dry Road,97,110,Car,41,70,56,1,1,0,0,1,Medium
Service Roads,Wet Road,42,50,Car,24,61,55,0,1,0,0,0,Medium
Expressway,Dry Road,79,93,Car,34,39,90,0,0,0,1,1,Medium
Rural Roads,Dry Road,59,50,Car,34,67,45,0,1,1,0,1,Medium
Rural Roads,Dry Road,42,51,Car,39,50,78,0,1,0,0,1,Low
Urban Roads,Dry Road,75,52,Car,27,26,100,0,0,1,0,0,Medium
Urban Roads,Damaged Road,48,38,Bike,33,78,93,0,0,0,0,1,Medium
Expressway,Dry Road,110,103,Bike,32,76,79,0,0,0,0,0,Low
National Highway,Damaged Road,84,98,Car,30,81,71,0,0,0,0,0,High
Rural Roads,Wet Road,58,42,Car,23,58,95,1,0,0,0,0,Medium
Expressway,Damaged Road,95,110,Bike,13,59,75,0,0,0,0,1,Low
Rural Roads,Dry Road,37,68,Car,36,35,85,0,1,0,1,0,Low
State Highway,Dry Road,54,72,Bus,41,46,79,1,0,0,0,0,Low
Urban Roads,Wet Road,20,51,Car,34,66,60,0,1,1,0,1,Medium
Rural Roads,Dry Road,52,56,Car,45,89,87,1,0,0,0,0,Low
National Highway,Damaged Road,31,73,Bike,22,82,88,0,0,0,0,0,Low
Rural Roads,Dry Road,42,53,Car,34,81,91,1,0,0,0,1,Low
Service Roads,Dry Road,34,25,Bike,27,85,56,1,0,0,0,0,Low
National Highway,Dry Road,72,72,Bike,31,46,84,0,0,1,0,0,Low
Expressway,Wet Road,85,102,Bike,41,71,67,0,0,0,0,0,Medium
Service Roads,Dry Road,43,50,Bike,36,57,65,1,0,0,0,0,High
Expressway,Dry Road,97,100,Car,27,60,80,0,0,0,1,0,Medium
State Highway,Dry Road,66,74,Bike,25,76,96,0,0,0,0,0,Low
Rural Roads,Dry Road,32,47,Bus,26,58,75,0,0,0,0,1,Low
Urban Roads,Dry Road,51,42,Car,34,50,69,0,0,0,0,0,Medium
Urban Roads,Dry Road,45,34,Bus,26,80,98,0,0,0,0,1,Low
Urban Roads,Dry Road,26,54,Bike,40,69,100,0,0,0,0,0,Low
State Highway,Dry Road,67,64,Car,22,65,82,1,0,0,0,0,Medium
Rural Roads,Dry Road,78,57,Bike,33,100,83,0,1,0,0,0,Medium
Expressway,Damaged Road,98,98,Truck,41,32,61,0,0,0,0,0,High
National Highway,Dry Road,89,94,Bike,28,66,66,0,1,1,0,0,Medium
Rural Roads,Wet Road,43,42,Car,17,73,62,0,0,0,1,0,Medium
National Highway,Dry Road,76,87,Car,30,34,82,0,0,0,0,0,Low
Rural Roads,Damaged Road,20,42,Car,33,63,81,1,0,0,0,0,High
Service Roads,Damaged Road,70,49,Truck,30,39,76,0,0,0,0,0,Low
State Highway,Dry Road,64,83,Bike,25,67,85,0,0,0,0,0,Low
Urban Roads,Dry Road,30,42,Bike,20,83,71,1,0,1,0,0,Low
Rural Roads,Wet Road,66,65,Car,31,52,87,1,1,0,0,0,High
National Highway,Dry Road,44,71,Car,41,84,65,0,0,0,0,0,Low
Expressway,Dry Road,64,102,Car,14,68,67,1,1,0,0,0,High
National Highway,Wet Road,96,100,Car,45,59,73,0,0,0,0,0,Low
Service Roads,Wet Road,35,35,Bike,27,47,67,1,0,0,0,0,High
State Highway,Dry Road,44,62,Car,43,75,76,0,0,0,0,0,Low
Urban Roads,Dry Road,20,35,Bike,37,83,46,0,0,0,0,0,Low
Expressway,Dry Road,104,94,Truck,20,83,51,0,1,0,0,0,Medium
Service Roads,Wet Road,24,29,Car,35,100,73,0,1,1,1,0,Medium
State Highway,Dry Road,57,75,Car,30,72,79,0,0,0,0,0,Medium
Expressway,Dry Road,53,102,Bike,23,72,12,0,0,0,0,0,Low
Rural Roads,Damaged Road,60,67,Bike,17,99,54,0,0,0,0,0,Medium
Expressway,Wet Road,80,107,Car,25,57,76,0,1,1,0,0,Low
National Highway,Wet Road,72,77,Bike,31,70,66,0,0,1,0,0,Low
